Number|Description|Qty|Estimate Amount|Taxes|Replacement Cost Total|Age / Cond. / Life|Less Depreciation|Actual Cash Value|Paid|Estimated Remaining|Page Number
2646|Scotch- Brite, Heavy duty sponge|2.00 EA|$5.18|$0.43|$5.61|0.5 y/ Avg. /10 y|-$0.28|$5.33|$0.00|$0.28|121
2647|Purell, On the go hand sanitizer|2.00 EA|$4.58|$0.38|$4.96|3 y/ Avg. / o y|-$0.00|$4.96|$0.00|$0.00|121
2648|Citrus Magic, Closet Deodorant|1.00 EA|$1.50|$0.13|$1.63|0y/Avg./10y|-$0.00|$1.63|$0.00|$0.00|121
2649|Lusy, Sock|1.00 EA|$1.00|$0.04|$1.04|5y/Avg./3y|-$0.83|$0.21|$0.00|$0.83|121
2650|Lucky, Pocket tissue 10 ct|3.00 EA|$3.00|$0.25|$3.25|3.5y/ Avg./0y|-$0.00|$3.25|$0.00|$0.00|121
2651|Wondershop, Gift bag|6.00 EA|$6.00|$0.50|$6.50|3 y/ Avg. /10 y|-$1.95|$4.55|$0.00|$1.95|121
2652|Stanley Furnishings, Cinderella Writing Desk and Hutch in Antique White|2.00 EA|$3,320.00|$278.05|$3,598.05|9 y/ Avg. /20 y|-$1,619.12|$1,978.93|$0.00|$1,619.12|121
2653|Stanley Furnishings, Cinderella Twin Poster Bed in Antique White|2.00 EA|$2,023.42|$169.46|$2,192.88|9 y/ Avg. /20 y|-$986.80|$1,206.08|$0.00|$986.80|121
2654|Dyson, Airwrap|1.00 EA|$599.00|$50.17|$649.17|4.5 y/ Avg. /10 y|-$292.13|$357.04|$0.00|$292.13|121
2655|Beautyrest, Twin Mattress Plush|2.00 EA|$1,148.00|$96.15|$1,244.15|8 y/ Avg. /20 y|-$497.66|$746.49|$0.00|$497.66|121
2656|Bose, Quiet Comfot ultra headphoes|1.00 EA|$429.00|$35.93|$464.93|4y/Avg./10y|-$185.97|$278.96|$0.00|$185.97|121
2657|Sony, Ericson TM560 QUAD Band Cell Phone|1.00 EA|$100.00|$8.38|$108.38|9 y/ Avg. /5 y|-$86.70|$21.68|$0.00|$86.70|121
2658|ViewSonic, 32" 1080p ips 75hz monitor VA3209 (nib)|1.00 EA|$349.00|$29.23|$378.23|3.5 y/ Avg. /4.5y|-$294.17|$84.06|$0.00|$294.17|121
2659|Edmond, Leather large business attache case|1.00 EA|$287.98|$24.12|$312.10|8.5 y/ Avg. /20 y|-$132.64|$179.46|$0.00|$132.64|121
2660|Stanley Furnishings, Cinderella Chair|1.00 EA|$279.47|$23.41|$302.88|8 y/ Avg. /10 y|-$242.31|$60.57|$0.00|$242.31|121
2661|Awerness Kenneth Cole, Plaid modern fit sport coat|1.00 EA|$199.99|$16.75|$216.74|1.25 y/ Avg. /8 y|-$33.87|$182.87|$0.00|$33.87|122
2662|Casio, Exilim Megapixel compact camera|1.00 EA|$199.99|$16.75|$216.74|6y/Avg./20y|-$65.03|$151.71|$0.00|$65.03|122
2663|Ray-Ban, RB3267|1.00 EA|$183.00|$15.33|$198.33|4y/Avg./8y|-$99.17|$99.16|$0.00|$99.17|122
2664|Sleepy's, Basic box spring foundation|2.00 EA|$339.98|$28.47|$368.45|8.5 y/ Avg./20 y|-$156.59|$211.86|$0.00|$156.59|122
2665|Alfani, Men's alfatech notch lapel patch pocket blazer|1.00 EA|$140.00|$11.73|$151.73|1y/Avg./8y|-$18.97|$132.76|$0.00|$18.97|122
2666|Michael Kors, Slim fit stretch cotton blend striped shirt|1.00 EA|$128.00|$10.72|$138.72|2y/Avg./8y|-$34.68|$104.04|$0.00|$34.68|122
2667|Ienjoy Home, All season lighweght solid down alternative comforter king|1.00 EA|$108.00|$9.05|$117.05|5 y/ Avg. /10 y|-$58.53|$58.52|$0.00|$58.53|122
2668|Wilson, Soleste 105 tennis racquet|1.00 EA|$99.99|$8.37|$108.36|2y/Avg./5y|-$43.35|$65.01|$0.00|$43.35|122
2669|Pure Enrichment, White true hepa air purifier with uv-c light|1.00 EA|$99.99|$8.37|$108.36|7 y/ Avg. /10 y|-$75.85|$32.51|$0.00|$75.85|122
2670|Blu, Smart toothbrush and app|1.00 EA|$99.00|$8.29|$107.29|1y/Avg./5y|-$21.46|$85.83|$0.00|$21.46|122
2671|Sleep Philosophy, Down Blanket|3.00 EA|$297.00|$24.87|$321.87|3.75 y/ Avg. /10 y|-$120.71|$201.16|$0.00|$120.71|122
2672|Coopervision, Day contact lenses 90pk|1.00 EA|$89.99|$7.54|$97.53|1y/Avg./10y|-$9.75|$87.78|$0.00|$9.75|122
2673|Calvin Klein, Men's dress shirt|1.00 EA|$85.00|$3.72|$88.72|4y/Avg./8y|-$44.36|$44.36|$0.00|$44.36|122
2674|Aeropostale, Plaid flannel shacket|1.00 EA|$84.95|$3.72|$88.67|1y/Avg./8y|-$11.09|$77.58|$0.00|$11.09|122
2675|Levoit, Humidifier|1.00 EA|$79.99|$6.70|$86.69|4y/Avg./10y|-$34.68|$52.01|$0.00|$34.68|122
2676|Land's End, Long sleeve mock full zip jacket|1.00 EA|$79.95|$3.50|$83.45|4y/Avg./8y|-$41.73|$41.72|$0.00|$41.73|122
2677|Land's End, Long sleeve mock full zip jacket|||||||DUPLICATE|$0.00|$0.00|122
2678|Tommy Hilfiger, Plaid poplin shirt|1.00 EA|$79.50|$3.48|$82.98|1y/Avg./8y|-$10.38|$72.60|$0.00|$10.38|122
2679|Tommy Hilfiger, Oxford shirt|1.00 EA|$79.50|$3.48|$82.98|3 y/ Avg. /8 y|-$31.11|$51.87|$0.00|$31.11|122
2680|Ienjoy Home, Comforter, twin|2.00 EA|$158.00|$13.23|$171.23|6y/Avg./10y|-$102.74|$68.49|$0.00|$102.74|122
2681|Land's End, Solid button down shirt|1.00 EA|$75.95|$3.32|$79.27|1y/Avg./8y|-$9.90|$69.37|$0.00|$9.90|122
2682|Dooney & Bourke, Crossbody bag|1.00 EA|$75.00|$6.28|$81.28|2y/Avg./4y|-$40.64|$40.64|$0.00|$40.64|122
2683|Kenneth cole, Dress shirt|1.00 EA|$75.00|$3.28|$78.28|4y/Avg./8y|-$39.14|$39.14|$0.00|$39.14|122
2684|Ikea, Expressivo Desk Lamp - Vintage|1.00 EA|$70.80|$5.93|$76.73|9 y/ Avg. /10 y|-$61.38|$15.35|$0.00|$61.38|122
2685|Vera Bradley, Wallet|1.00 EA|$70.00|$5.86|$75.86|4.25y/ Avg. /4 y|-$60.69|$15.17|$0.00|$60.69|122
2686|Berkshire, Plush blanket|3.00 EA|$210.00|$17.59|$227.59|5 y/ Avg. /10 y|-$113.80|$113.79|$0.00|$113.80|122
2687|Gap, Cable-knit crewnek sweater|1.00 EA|$69.99|$3.06|$73.05|2.5y/ Avg. /8y|-$22.83|$50.22|$0.00|$22.83|122
2688|Honeywell, Tower fan|1.00 EA|$69.99|$5.86|$75.85|6.75 y/ Avg. /10 y|-$51.20|$24.65|$0.00|$51.20|123
2689|Zun Zero, Window valance 54 x 18|1.00 EA|$68.00|$5.70|$73.70|10y/ Avg. /10 y|-$58.96|$14.74|$0.00|$58.96|123
2690|Yonex, Badminton racket with cover|1.00 EA|$66.99|$5.61|$72.60|1y/Avg./10y|-$7.26|$65.34|$0.00|$7.26|123
2691|Verona, Flannel shirt|1.00 EA|$65.00|$2.84|$67.84|4y/Avg./8y|-$33.92|$33.92|$0.00|$33.92|123
2692|Izod, Men's stripe button down shirt|1.00 EA|$65.00|$2.84|$67.84|4y/Avg./8y|-$33.92|$33.92|$0.00|$33.92|123
2693|Campzone, Hiking backpack|1.00 EA|$64.95|$5.44|$70.39|4y/Avg./10y|-$28.16|$42.23|$0.00|$28.16|123
2694|Nautica, Plaid shirt|1.00 EA|$64.50|$2.82|$67.32|3 y/ Avg. /8 y|-$25.25|$42.07|$0.00|$25.25|123
2695|Target, 4 Drawer Metal Storage Organizer White|1.00 EA|$60.00|$5.03|$65.03|4.5 y/ Avg. /10 y|-$29.26|$35.77|$0.00|$29.26|123
2696|Stafford, Men's plaid dress shirt|1.00 EA|$60.00|$2.63|$62.63|1y/Avg./8y|-$7.83|$54.80|$0.00|$7.83|123
2697|Stafford, Button down shirt|1.00 EA|$60.00|$2.63|$62.63|2y/Avg./8y|-$15.66|$46.97|$0.00|$15.66|123
2698|U.S Polo Assn, Crew fleece long sleeve sweatshirt|1.00 EA|$60.00|$2.63|$62.63|2y/Avg./8y|-$15.66|$46.97|$0.00|$15.66|123
2699|Club Room, Men's plaid dress shirt|1.00 EA|$60.00|$2.63|$62.63|2y/Avg./8y|-$15.66|$46.97|$0.00|$15.66|123
2700|Club Room, Men's regualr fit plaid dress shirt|1.00 EA|$60.00|$2.63|$62.63|2y/Avg./8y|-$15.66|$46.97|$0.00|$15.66|123
2701|Stafford, Regular fit button down shirt|1.00 EA|$60.00|$2.63|$62.63|2y/Avg./8y|-$15.66|$46.97|$0.00|$15.66|123
2702|Stafford, Long sleeve dress shirt|1.00 EA|$60.00|$2.63|$62.63|3 y/ Avg. /8 y|-$23.49|$39.14|$0.00|$23.49|123
2703|Joseph Abboud, Stripe dress shirt|1.00 EA|$59.99|$2.62|$62.61|2y/Avg./8y|-$15.66|$46.95|$0.00|$15.66|123
2704|Bedgear, Twin sheet set|2.00 EA|$119.98|$10.05|$130.03|3 y/ Avg. /5 y|-$78.02|$52.01|$0.00|$78.02|123
2705|Gap, Poplin shirt|1.00 EA|$59.95|$2.62|$62.57|ly/Avg./8y|-$7.82|$54.75|$0.00|$7.82|123
2706|Gap, Poplin shirt|1.00 EA|$59.95|$2.62|$62.57|2y/Avg./8y|-$15.65|$46.92|$0.00|$15.65|123
2707|Inspire, Bathing wipes, 600ct|1.00 EA|$55.99|$4.69|$60.68|1y/Avg./10y|-$6.07|$54.61|$0.00|$6.07|123
2708|Champion, Men's fleece zip hoodie|1.00 EA|$55.00|$2.41|$57.41|2y/Avg./8y|-$14.35|$43.06|$0.00|$14.35|123
2709|Volcom, Sweatshirt|4.00 EA|$220.00|$9.63|$229.63|2y/Avg./8y|-$57.41|$172.22|$0.00|$57.41|123
2710|Club Room, Men's button down shirt|1.00 EA|$50.00|$2.19|$52.19|1y/Avg./8y|-$6.52|$45.67|$0.00|$6.52|123
2711|Liz Claiborne, Crossbody bag|1.00 EA|$50.00|$4.19|$54.19|1y/Avg./4y|-$13.55|$40.64|$0.00|$13.55|123
2712|Age of wisdom, Long sleeve shirt|1.00 EA|$50.00|$2.19|$52.19|2y/Avg./8y|-$13.05|$39.14|$0.00|$13.05|123
2713|Van Heusen, Men's classic-fit poplin dress shirt|1.00 EA|$50.00|$2.19|$52.19|3 y/ Avg. /8 y|-$19.57|$32.62|$0.00|$19.57|123
2714|Haggar, Men's classic fit dress shirt|1.00 EA|$50.00|$2.19|$52.19|4y/Avg./8y|-$26.10|$26.09|$0.00|$26.10|123
2715|Quince, Sunglasses|1.00 EA|$50.00|$4.19|$54.19|4y/Avg./8y|-$27.10|$27.09|$0.00|$27.10|123
2716|Holmes, Air Purifier|1.00 EA|$49.99|$4.19|$54.18|4y/Avg./10y|-$21.68|$32.50|$0.00|$21.68|124
2717|Old Navy, Sweater fleece zip jacket|1.00 EA|$49.99|$2.19|$52.18|1y/Avg./8y|-$6.52|$45.66|$0.00|$6.52|124
2718|Old Navy, Performance dress shirt|1.00 EA|$49.99|$2.19|$52.18|2y/Avg./8y|-$13.05|$39.13|$0.00|$13.05|124
2719|Foster Grand, Reading glasses|1.00 EA|$49.99|$4.19|$54.18|3 y/ Avg. /10 y|-$16.26|$37.92|$0.00|$16.26|124
2720|Pronto Uomo, Retro stripe botton up shirt|1.00 EA|$49.99|$2.19|$52.18|3 y/ Avg. /8 y|-$19.57|$32.61|$0.00|$19.57|124
2721|At&T, Erisson walkman phone|1.00 EA|$49.99|$4.19|$54.18|9y/Avg./5y|-$43.34|$10.84|$0.00|$43.34|124
2722|Readers, Reading glasses|2.00 EA|$99.98|$8.37|$108.35|3 y/ Avg. /10 y|-$32.50|$75.85|$0.00|$32.50|124
2723|Holmes, Desktop air pufifier|1.00 EA|$49.87|$4.18|$54.05|4.5 y/ Avg. /10 y|-$24.32|$29.73|$0.00|$24.32|124
2724|Perry Ellis, Men's leather dress belt|3.00 EA|$148.50|$6.50|$155.00|4y/Avg./8y|-$77.50|$77.50|$0.00|$77.50|124
2725|Liz Claiborne, Trouser|14.00 EA|$686.00|$30.01|$716.01|2y/Avg./8y|-$179.00|$537.01|$0.00|$179.00|124
2726|Charles tyrwhitt, Print tie|20.00 EA|$980.00|$42.88|$1,022.88|5 y/ Avg. /8 y|-$639.30|$383.58|$0.00|$639.30|124
2727|U.S Polo Assn, Popling long sleeve shirt|1.00 EA|$48.00|$2.10|$50.10|3y/Avg./8y|-$18.79|$31.31|$0.00|$18.79|124
2728|Wilson, Racquet cover|1.00 EA|$48.00|$4.02|$52.02|5y/Avg./3y|-$41.62|$10.40|$0.00|$41.62|124
2729|Columbia, Full zip fleece jacket|1.00 EA|$46.00|$2.01|$48.01|2y/Avg./8y|-$12.00|$36.01|$0.00|$12.00|124
2730|Etsy, photo frame- inlaid capiz 5in X 7in|1.00 EA|$45.00|$3.77|$48.77|4y/Avg./10y|-$19.51|$29.26|$0.00|$19.51|124
2731|Captics, Universal Adapter|1.00 EA|$44.99|$3.77|$48.76|4.5 y/ Avg. /10 y|-$21.95|$26.81|$0.00|$21.95|124
2732|Old Navy, Classcit fit shirt|1.00 EA|$44.99|$1.97|$46.96|1.5 y/ Avg. /8 y|-$8.81|$38.15|$0.00|$8.81|124
2733|NIV, Holy Bible NIV Leather Cover|1.00 EA|$44.99|$3.77|$48.76|3 y/ Avg. / ly|-$24.39|$24.37|$0.00|$24.39|124
2734|St. John's Bay, Long sleeve sweatshirt|14.00 EA|$616.00|$26.95|$642.95|2y/Avg./8y|-$160.74|$482.21|$0.00|$160.74|124
2735|Superdanny, Half display alarm clock charger power strip surge protector|1.00 EA|$40.99|$3.43|$44.42|1 y/ Avg. /10 y|-$4.44|$39.98|$0.00|$4.44|124
2736|Adidas, Men Sports Shorts|4.00 EA|$160.00|$7.00|$167.00|3.5y/ Avg. /8 y|-$73.06|$93.94|$0.00|$73.06|124
2737|Under Armour, Men Sports Shorts|4.00 EA|$160.00|$7.00|$167.00|4.75y/ Avg. /8y|-$99.16|$67.84|$0.00|$99.16|124
2738|Champion, Joggers|1.00 EA|$40.00|$1.75|$41.75|1y/Avg./8y|-$5.22|$36.53|$0.00|$5.22|124
2739|Champion, Joggers|5.00 EA|$200.00|$8.75|$208.75|2.25y/ Avg. /8 y|-$58.71|$150.04|$0.00|$58.71|124
2740|Club Room, Mne's fleece pajama pants|12.00 EA|$480.00|$21.00|$501.00|1y/Avg./3y|-$167.00|$334.00|$0.00|$167.00|124
2741|Old Navy, Joggers|1.00 EA|$39.99|$1.75|$41.74|2y/Avg./8y|-$10.44|$31.30|$0.00|$10.44|124
2742|Utopia, Standard pillow|4.00 EA|$159.96|$13.40|$173.36|6y/Avg./10y|-$104.02|$69.34|$0.00|$104.02|124
2743|Club Room, Men's plaid shirt|1.00 EA|$39.50|$1.73|$41.23|3 y/ Avg. /8 y|-$15.46|$25.77|$0.00|$15.46|124
2744|Club Room, Men's plaid flannel shirt|1.00 EA|$39.50|$1.73|$41.23|4y/Avg./8y|-$20.62|$20.61|$0.00|$20.62|125
2745|Lucky brand, Graphic -shirt|55.00 EA|$2,172.50|$95.05|$2,267.55|3 y/ Avg. /8 y|-$850.33|$1,417.22|$0.00|$850.33|125
2746|Casio, Battery charger|1.00 EA|$39.00|$3.27|$42.27|5 y/ Avg. /10 y|-$21.14|$21.13|$0.00|$21.14|125
2747|St. John's Bay, Men's stripe button down shirt|1.00 EA|$38.00|$1.66|$39.66|1y/Avg./8y|-$4.96|$34.70|$0.00|$4.96|125
2748|St. John's Bay, Button down shirt|1.00 EA|$38.00|$1.66|$39.66|3 y/ Avg. /8 y|-$14.87|$24.79|$0.00|$14.87|125
2749|Chaps,Men's button down shirt|1.00 EA|$36.99|$1.62|$38.61|2y/Avg./8y|-$9.66|$28.95|$0.00|$9.66|125
2750|Chaps, Men's plaid button down shirt|1.00 EA|$36.99|$1.62|$38.61|3 y/ Avg. /8 y|-$14.48|$24.13|$0.00|$14.48|125
2751|Xersion, Fleece sweatpant|3.00 EA|$108.00|$4.73|$112.73|3 y/ Avg. /8 y|-$42.27|$70.46|$0.00|$42.27|125
2752|Nike, Men Sports Shorts|2.00 EA|$70.00|$3.06|$73.06|2y/Avg./8y|-$18.27|$54.79|$0.00|$18.27|125
2753|Club Room, Men's henley|1.00 EA|$35.00|$1.53|$36.53|4y/Avg./8y|-$18.27|$18.26|$0.00|$18.27|125
2754|Gap, Hem henley t-shirt|1.00 EA|$34.99|$1.53|$36.52|2y/Avg./8y|-$9.13|$27.39|$0.00|$9.13|125
2755|Apt 9, Men's button down shirt|1.00 EA|$34.99|$1.53|$36.52|2y/Avg./8y|-$9.13|$27.39|$0.00|$9.13|125
2756|Sonoma Goods, Button down shirt|1.00 EA|$34.99|$1.53|$36.52|3 y/ Avg. /8 y|-$13.69|$22.83|$0.00|$13.69|125
2757|Apt 9 Men's button down shirt|1.00 EA|$34.99|$1.53|$36.52|3 y/ Avg. /8 y|-$13.69|$22.83|$0.00|$13.69|125
2758|Gap, Soft crewneck tee|1.00 EA|$34.99|$1.53|$36.52|5y/Avg./8y|-$22.83|$13.69|$0.00|$22.83|125
2759|St. John's Bay, Plaid shirt|1.00 EA|$34.00|$1.49|$35.49|4y/Avg./8y|-$17.75|$17.74|$0.00|$17.75|125
2760|Argento, Saville photo frame 4"x 6"|1.00 EA|$30.00|$2.51|$32.51|3 y/ Avg. /10 y|-$9.75|$22.76|$0.00|$9.75|125
2761|Music Theatre Internation, Script- "Beauty & The Beast"|1.00 EA|$29.99|$2.51|$32.50|8 y/ Avg. / ly|-$16.26|$16.24|$0.00|$16.26|125
2762|Old Navy, Swim Trunks|5.00 EA|$149.95|$6.56|$156.51|1y/Avg./8y|-$19.56|$136.95|$0.00|$19.56|125
2763|Sonoma Goods, Flannel button down shirt|1.00 EA|$29.99|$1.31|$31.30|2y/Avg./8y|-$7.83|$23.47|$0.00|$7.83|125
2764|Monster, Outlet surget protector|1.00 EA|$29.99|$2.51|$32.50|2y/Avg./10y|-$6.50|$26.00|$0.00|$6.50|125
2765|Seovediary, Snorkekeling gear|1.00 EA|$29.99|$2.51|$32.50|2y/Avg./10y|-$6.50|$26.00|$0.00|$6.50|125
2766|Sonoma Goods, Flannel button down shirt|1.00 EA|$29.99|$1.31|$31.30|3 y/ Avg. /8 y|-$11.74|$19.56|$0.00|$11.74|125
2767|LL Bean, Cosmetic Case|1.00 EA|$28.00|$2.35|$30.35|1y/Avg./20y|-$1.52|$28.83|$0.00|$1.52|125
2768|Goodfellow & Co, Long sleeve button down shirt|1.00 EA|$28.00|$1.23|$29.23|4y/Avg./8y|-$14.62|$14.61|$0.00|$14.62|125
2769|Umbre, Over the door hooks|1.00 EA|$27.99|$2.34|$30.33|2y/Avg./10y|-$6.07|$24.26|$0.00|$6.07|125
2770|Hanes, Women's boyshort 3pk|2.00 EA|$54.00|$2.36|$56.36|3 y/ Avg. /3 y|-$45.09|$11.27|$0.00|$45.09|125
2771|Staples, Hanging folder (25)|1.00 EA|$26.39|$2.21|$28.60|1y/Avg./10 y|-$2.86|$25.74|$0.00|$2.86|126
2772|U.S Polo Assn, Solid crew neck t- shirt|1.00 EA|$26.00|$1.14|$27.14|5y/Avg./8y|-$16.96|$10.18|$0.00|$16.96|126
2773|Quickvue, Covid- 19 sef test 2pk|1.00 EA|$25.99|$0.00|$25.99|0.5y/ Avg. /3 y|-$4.33|$21.66|$0.00|$4.33|126
2774|Amplify, Men's cotton button down shirt 2,775 Amplify, Men's cotton button down|||||||DUPLICATE|$0.00|$0.00|126
2775|2,776 Amplify, Men's cotton button down shirt|1.00 EA|$25.99|$1.14|$27.13|4y/Avg./8y|-$13.57|$13.56|$0.00|$13.57|126
2777|Deilsy, Plastic Hangers, 10 Pack|6.00 EA|$155.94|$13.06|$169.00|6y/Avg./10y|-$101.40|$67.60|$0.00|$101.40|126
2778|All in motion, Fleece pull over hoodie|1.00 EA|$25.00|$1.09|$26.09|1y/Avg./8y|-$3.27|$22.82|$0.00|$3.27|126
2779|Target, Soft bath rug|4.00 EA|$100.00|$8.38|$108.38|4y/Avg./10y|-$43.35|$65.03|$0.00|$43.35|126
2780|Kirkland Signature, Salted mixed nuts 40oz|1.00 EA|$24.99|$0.00|$24.99|0.08y/Avg./0y|-$0.00|$24.99|$0.00|$0.00|126
2781|Fruit of the Loom, Men Underwear (6)|1.00 EA|$24.99|$1.09|$26.08|4y/Avg./3y|-$20.86|$5.22|$0.00|$20.86|126
2782|Home Logic, Laundry hamper|1.00 EA|$24.99|$2.09|$27.08|4y/Avg./10y|-$10.84|$16.24|$0.00|$10.84|126
2783|Old Navy, Waffle henly t-shirt|1.00 EA|$24.99|$1.09|$26.08|4y/Avg./8y|-$13.05|$13.03|$0.00|$13.05|126
2784|KJv, Holy bible, hardcover|1.00 EA|$24.99|$2.09|$27.08|6y/Avg./ly|-$13.55|$13.53|$0.00|$13.55|126
2785|Arrow, Men's long sleeve shirt|1.00 EA|$24.50|$1.07|$25.57|1.25 y/ Avg. /8 y|-$4.00|$21.57|$0.00|$4.00|126
2786|St. John's Bay, Men's classic fit polo shirt|1.00 EA|$24.00|$1.05|$25.05|3.5y/ Avg. /8 y|-$10.96|$14.09|$0.00|$10.96|126
2787|Freegrace, Laundry Hamper - Fabirc|1.00 EA|$23.99|$2.01|$26.00|2y/Avg./10y|-$5.20|$20.80|$0.00|$5.20|126
2788|Binaxnow, Covid-1 sef test 2pk|1.00 EA|$23.99|$0.00|$23.99|0.75y/Avg./3y|-$6.00|$17.99|$0.00|$6.00|126
2789|Household Essential, Laundry hamper|1.00 EA|$23.99|$2.01|$26.00|4y/Avg./10y|-$10.40|$15.60|$0.00|$10.40|126
2790|Animal Crossing Totakeke t-shirt|1.00 EA|$23.90|$1.05|$24.95|6.25y/Avg./8y|-$19.49|$5.46|$0.00|$19.49|126
2791|Jerzees, Hooded sweatshirt|1.00 EA|$22.00|$0.96|$22.96|1y/Avg./8y|-$2.87|$20.09|$0.00|$2.87|126
2792|Home Expressions, Bath rug X 24|3.00 EA|$66.00|$5.53|$71.53|1y/Avg./10y|-$7.15|$64.38|$0.00|$7.15|126
2793|Hanes, Long sleeve tee|1.00 EA|$21.00|$0.92|$21.92|3 y/ Avg. /8 y|-$8.23|$13.69|$0.00|$8.23|126
2794|Equity, Alarm clock|1.00 EA|$20.97|$1.76|$22.73|4y/Avg./10y|-$9.09|$13.64|$0.00|$9.09|126
2795|Owala, Travel coffee mug|1.00 EA|$20.00|$1.68|$21.68|2y/Avg./20y|-$2.17|$19.51|$0.00|$2.17|126
2796|Commercial Press, Hardcopy Book in Chinese|1.00 EA|$19.99|$1.67|$21.66|6y/Avg./1y|-$10.84|$10.82|$0.00|$10.84|126
2797|Broadway, Playbill (Collectible)|1.00 EA|$19.99|$1.67|$21.66|6y/Avg./ly|-$10.84|$10.82|$0.00|$10.84|127
2798|Style & Co, Women's t-shirt|25.00 EA|$499.75|$21.86|$521.61|3.5y/ Avg. /8y|-$228.20|$293.41|$0.00|$228.20|127
2799|John Glynn, Commentary & referency survey, paperback|1.00 EA|$18.99|$1.59|$20.58|8y/Avg./1y|-$10.30|$10.28|$0.00|$10.30|127
2800|Dupsie's Kufi hat|1.00 EA|$17.99|$0.79|$18.78|4y/Avg./8y|-$9.40|$9.38|$0.00|$9.40|127
2801|The stencilsmith, I'm so far behind think i'm first sign 8"x 24"|1.00 EA|$17.45|$1.46|$18.91|4y/Avg./10y|-$7.56|$11.35|$0.00|$7.56|127
2802|Simplicity, Sewing Pattern 5152 Easy Bags|1.00 EA|$16.00|$1.34|$17.34|3 y/ Avg. /20 y|-$2.60|$14.74|$0.00|$2.60|127
2803|Nin Jiom pei pa kao, herbal dietary supplement with honey and loquat, 300ml|1.00 EA|$15.99|$0.00|$15.99|0.5y/ Avg. /3 y|-$2.67|$13.32|$0.00|$2.67|127
2804|Croft & Barrow, Long sleeve crewneck tee|1.00 EA|$15.99|$0.70|$16.69|1y/Avg./8y|-$2.09|$14.60|$0.00|$2.09|127
2805|Sonoma Goods, Toilet bath rug 20" 24"|1.00 EA|$15.99|$1.34|$17.33|2y/Avg./10y|-$3.47|$13.86|$0.00|$3.47|127
2806|Martyrs, Hearts of fire paperback|1.00 EA|$15.99|$1.34|$17.33|3 y/ Avg. / y|-$8.67|$8.66|$0.00|$8.67|127
2807|Sam Carbaugh, The robotics workshop handbook, paperback|1.00 EA|$15.95|$1.34|$17.29|3 y/ Avg. / y|-$8.65|$8.64|$0.00|$8.65|127
2808|True Red, Compartment wire mesh accessory holder|1.00 EA|$14.99|$1.26|$16.25|4y/Avg./10y|-$6.50|$9.75|$0.00|$6.50|127
2809|Alpjne Swiss, Scarf|3.00 EA|$44.97|$1.97|$46.94|4y/Avg./8y|-$23.48|$23.46|$0.00|$23.48|127
2810|Readers, Reading glasses Case|1.00 EA|$14.95|$1.25|$16.20|2y/Avg./10y|-$3.24|$12.96|$0.00|$3.24|127
2811|RNGODO, Coffee Mug 510ml|1.00 EA|$14.89|$1.25|$16.14|6y/Avg./20y|-$4.85|$11.29|$0.00|$4.85|127
2812|Threshold, Cotton bath towel|30.00 EA|$420.00|$35.18|$455.18|3 y/ Avg. /5 y|-$273.11|$182.07|$0.00|$273.11|127
2813|Land's End, Pencil pouch|1.00 EA|$13.00|$1.09|$14.09|2.5 y/ Avg. /10 y|-$3.52|$10.57|$0.00|$3.52|127
2814|Hanes, Men's brief 3pk|2.00 EA|$26.00|$1.14|$27.14|1.25 y/ Avg. /3 y|-$11.30|$15.84|$0.00|$11.30|127
2815|Casaluna, Cotton bath towel|1.00 EA|$12.00|$1.01|$13.01|2y/Avg./5y|-$5.20|$7.81|$0.00|$5.20|127
2816|Room Essential, Cotton bath towel|2.00 EA|$24.00|$2.01|$26.01|3 y/ Avg. /5 y|-$15.61|$10.40|$0.00|$15.61|127
2817|Hanes, Men's crew sock 8pk|6.00 EA|$72.00|$3.15|$75.15|4.75y/ Avg. /3 y|-$60.12|$15.03|$0.00|$60.12|127
2818|Office Depot, Clear standard weight sheet protector, 200ct|1.00 EA|$11.99|$1.00|$12.99|1y/Avg./10y|-$1.30|$11.69|$0.00|$1.30|127
2819|Old Navy, Boxer short|13.00 EA|$155.87|$6.82|$162.69|4.25y/ Avg. /3 y|-$130.16|$32.53|$0.00|$130.16|127
2820|Pencil Case- Red with white dots|1.00 EA|$11.29|$0.95|$12.24|1y/Avg./10y|-$1.23|$11.01|$0.00|$1.23|127
2821|Verbatim, Optical mouse|1.00 EA|$10.49|$0.88|$11.37|3 y/ Avg. /10 y|-$3.41|$7.96|$0.00|$3.41|127
2822|Brightroom, Storage crate|2.00 EA|$20.00|$1.68|$21.68|4y/Avg./10y|-$8.67|$13.01|$0.00|$8.67|127
2823|NIN JIOMs, PeiPa Koa Herbal Medicine|1.00 EA|$9.99|$0.00|$9.99|0.5y/Avg./3y|-$1.67|$8.32|$0.00|$1.67|127
2824|Built, Green Foam Pouch|1.00 EA|$9.99|$0.84|$10.83|1 y/ Avg. /20 y|-$0.54|$10.29|$0.00|$0.54|128
2825|Gisgfim, Flower Glitter Sticker|1.00 EA|$9.99|$0.84|$10.83|4y/Avg./10y|-$4.34|$6.49|$0.00|$4.34|128
2826|MKES, School Keychain|1.00 EA|$9.99|$0.84|$10.83|6.5 y/ Avg. /10 y|-$7.04|$3.79|$0.00|$7.04|128
